#chrom	chromStart	chromEnd	name	gieStain
chr14	0	3600000	p13	gvar
chr14	3600000	8000000	p12	stalk
chr14	8000000	16100000	p11.2	gvar
chr14	16100000	17200000	p11.1	acen
chr14	17200000	18200000	q11.1	acen
chr14	18200000	24100000	q11.2	gneg
chr14	24100000	32900000	q12	gpos100
chr14	32900000	34800000	q13.1	gneg
chr14	34800000	36100000	q13.2	gpos50
chr14	36100000	37400000	q13.3	gneg
chr14	37400000	43000000	q21.1	gpos100
chr14	43000000	46700000	q21.2	gneg
chr14	46700000	50400000	q21.3	gpos100
chr14	50400000	53600000	q22.1	gneg
chr14	53600000	55000000	q22.2	gpos25
chr14	55000000	57600000	q22.3	gneg
chr14	57600000	61600000	q23.1	gpos75
chr14	61600000	64300000	q23.2	gneg
chr14	64300000	67400000	q23.3	gpos50
chr14	67400000	69800000	q24.1	gneg
chr14	69800000	73300000	q24.2	gpos50
chr14	73300000	78800000	q24.3	gneg
chr14	78800000	83100000	q31.1	gpos100
chr14	83100000	84400000	q31.2	gneg
chr14	84400000	89300000	q31.3	gpos100
chr14	89300000	91400000	q32.11	gneg
chr14	91400000	94200000	q32.12	gpos25
chr14	94200000	95800000	q32.13	gneg
chr14	95800000	100900000	q32.2	gpos50
chr14	100900000	102700000	q32.31	gneg
chr14	102700000	103500000	q32.32	gpos50
chr14	103500000	107043718	q32.33	gneg
chr15	0	4200000	p13	gvar
chr15	4200000	9700000	p12	stalk
chr15	9700000	17500000	p11.2	gvar
chr15	17500000	19000000	p11.1	acen
chr15	19000000	20500000	q11.1	acen
chr15	20500000	25500000	q11.2	gneg
chr15	25500000	27800000	q12	gpos50
chr15	27800000	30000000	q13.1	gneg
chr15	30000000	30900000	q13.2	gpos50
chr15	30900000	33400000	q13.3	gneg
chr15	33400000	39800000	q14	gpos75
chr15	39800000	42500000	q15.1	gneg
chr15	42500000	43300000	q15.2	gpos25
chr15	43300000	44500000	q15.3	gneg
chr15	44500000	49200000	q21.1	gpos75
chr15	49200000	52600000	q21.2	gneg
chr15	52600000	58800000	q21.3	gpos75
chr15	58800000	59000000	q22.1	gneg
chr15	59000000	63400000	q22.2	gpos25
chr15	63400000	66900000	q22.31	gneg
chr15	66900000	67000000	q22.32	gpos25
chr15	67000000	67200000	q22.33	gneg
chr15	67200000	72400000	q23	gpos25
chr15	72400000	74900000	q24.1	gneg
chr15	74900000	76300000	q24.2	gpos25
chr15	76300000	78000000	q24.3	gneg
chr15	78000000	81400000	q25.1	gpos50
chr15	81400000	84700000	q25.2	gneg
chr15	84700000	88500000	q25.3	gpos50
chr15	88500000	93800000	q26.1	gneg
chr15	93800000	98000000	q26.2	gpos50
chr15	98000000	101991189	q26.3	gneg
chr16	0	7800000	p13.3	gneg
chr16	7800000	10400000	p13.2	gpos50
chr16	10400000	12500000	p13.13	gneg
chr16	12500000	14700000	p13.12	gpos50
chr16	14700000	16700000	p13.11	gneg
chr16	16700000	21200000	p12.3	gpos50
chr16	21200000	24200000	p12.2	gneg
chr16	24200000	28500000	p12.1	gpos50
chr16	28500000	35300000	p11.2	gneg
chr16	35300000	36800000	p11.1	acen
chr16	36800000	38400000	q11.1	acen
chr16	38400000	47000000	q11.2	gvar
chr16	47000000	52600000	q12.1	gneg
chr16	52600000	56000000	q12.2	gpos50
chr16	56000000	57300000	q13	gneg
chr16	57300000	66600000	q21	gpos100
chr16	66600000	70800000	q22.1	gneg
chr16	70800000	72800000	q22.2	gpos50
chr16	72800000	74100000	q22.3	gneg
chr16	74100000	79200000	q23.1	gpos75
chr16	79200000	81600000	q23.2	gneg
chr16	81600000	84100000	q23.3	gpos50
chr16	84100000	87000000	q24.1	gneg
chr16	87000000	88700000	q24.2	gpos25
chr16	88700000	90338345	q24.3	gneg
chr17	0	3400000	p13.3	gneg
chr17	3400000	6500000	p13.2	gpos50
chr17	6500000	10800000	p13.1	gneg
chr17	10800000	16100000	p12	gpos75
chr17	16100000	22700000	p11.2	gneg
chr17	22700000	25100000	p11.1	acen
chr17	25100000	27400000	q11.1	acen
chr17	27400000	33500000	q11.2	gneg
chr17	33500000	39800000	q12	gpos50
chr17	39800000	40200000	q21.1	gneg
chr17	40200000	42800000	q21.2	gpos25
chr17	42800000	46800000	q21.31	gneg
chr17	46800000	49300000	q21.32	gpos25
chr17	49300000	52100000	q21.33	gneg
chr17	52100000	59500000	q22	gpos75
chr17	59500000	60200000	q23.1	gneg
chr17	60200000	63100000	q23.2	gpos75
chr17	63100000	64600000	q23.3	gneg
chr17	64600000	66200000	q24.1	gpos50
chr17	66200000	69100000	q24.2	gneg
chr17	69100000	72900000	q24.3	gpos75
chr17	72900000	76800000	q25.1	gneg
chr17	76800000	77200000	q25.2	gpos25
chr17	77200000	83257441	q25.3	gneg
chr18	0	2900000	p11.32	gneg
chr18	2900000	7200000	p11.31	gpos50
chr18	7200000	8500000	p11.23	gneg
chr18	8500000	10900000	p11.22	gpos25
chr18	10900000	15400000	p11.21	gneg
chr18	15400000	18500000	p11.1	acen
chr18	18500000	21500000	q11.1	acen
chr18	21500000	27500000	q11.2	gneg
chr18	27500000	35100000	q12.1	gpos100
chr18	35100000	39500000	q12.2	gneg
chr18	39500000	45900000	q12.3	gpos75
chr18	45900000	50700000	q21.1	gneg
chr18	50700000	56200000	q21.2	gpos75
chr18	56200000	58600000	q21.31	gneg
chr18	58600000	61300000	q21.32	gpos50
chr18	61300000	63900000	q21.33	gneg
chr18	63900000	69100000	q22.1	gpos100
chr18	69100000	71000000	q22.2	gneg
chr18	71000000	75400000	q22.3	gpos25
chr18	75400000	80373285	q23	gneg
chr19	0	6900000	p13.3	gneg
chr19	6900000	12600000	p13.2	gpos25
chr19	12600000	13800000	p13.13	gneg
chr19	13800000	16100000	p13.12	gpos25
chr19	16100000	19900000	p13.11	gneg
chr19	19900000	24200000	p12	gvar
chr19	24200000	26200000	p11	acen
chr19	26200000	28100000	q11	acen
chr19	28100000	31900000	q12	gvar
chr19	31900000	35100000	q13.11	gneg
chr19	35100000	37800000	q13.12	gpos25
chr19	37800000	38200000	q13.13	gneg
chr19	38200000	42900000	q13.2	gpos25
chr19	42900000	44700000	q13.31	gneg
chr19	44700000	47500000	q13.32	gpos25
chr19	47500000	50900000	q13.33	gneg
chr19	50900000	53100000	q13.41	gpos25
chr19	53100000	55800000	q13.42	gneg
chr19	55800000	58617616	q13.43	gpos25
chr20	0	5100000	p13	gneg
chr20	5100000	9200000	p12.3	gpos75
chr20	9200000	12000000	p12.2	gneg
chr20	12000000	17900000	p12.1	gpos75
chr20	17900000	21300000	p11.23	gneg
chr20	21300000	22300000	p11.22	gpos25
chr20	22300000	25700000	p11.21	gneg
chr20	25700000	28100000	p11.1	acen
chr20	28100000	30400000	q11.1	acen
chr20	30400000	33500000	q11.21	gneg
chr20	33500000	35800000	q11.22	gpos25
chr20	35800000	39000000	q11.23	gneg
chr20	39000000	43100000	q12	gpos75
chr20	43100000	43500000	q13.11	gneg
chr20	43500000	47800000	q13.12	gpos25
chr20	47800000	51200000	q13.13	gneg
chr20	51200000	56400000	q13.2	gpos75
chr20	56400000	57800000	q13.31	gneg
chr20	57800000	59700000	q13.32	gpos50
chr20	59700000	64444167	q13.33	gneg
chr21	0	3100000	p13	gvar
chr21	3100000	7000000	p12	stalk
chr21	7000000	10900000	p11.2	gvar
chr21	10900000	12000000	p11.1	acen
chr21	12000000	13000000	q11.1	acen
chr21	13000000	15000000	q11.2	gneg
chr21	15000000	22600000	q21.1	gpos100
chr21	22600000	25500000	q21.2	gneg
chr21	25500000	30200000	q21.3	gpos75
chr21	30200000	34400000	q22.11	gneg
chr21	34400000	36400000	q22.12	gpos50
chr21	36400000	38300000	q22.13	gneg
chr21	38300000	41200000	q22.2	gpos50
chr21	41200000	46709983	q22.3	gneg
chr22	0	4300000	p13	gvar
chr22	4300000	9400000	p12	stalk
chr22	9400000	13700000	p11.2	gvar
chr22	13700000	15000000	p11.1	acen
chr22	15000000	17400000	q11.1	acen
chr22	17400000	21700000	q11.21	gneg
chr22	21700000	23100000	q11.22	gpos25
chr22	23100000	25500000	q11.23	gneg
chr22	25500000	29200000	q12.1	gpos50
chr22	29200000	31800000	q12.2	gneg
chr22	31800000	37200000	q12.3	gpos50
chr22	37200000	40600000	q13.1	gneg
chr22	40600000	43800000	q13.2	gpos50
chr22	43800000	48100000	q13.31	gneg
chr22	48100000	49100000	q13.32	gpos50
chr22	49100000	50818468	q13.33	gneg
chrUn_GL000195v1	0	182896		gneg
chrUn_GL000213v1	0	164239		gneg
chrUn_GL000214v1	0	137718		gneg
chrUn_GL000216v2	0	176608		gneg
chrUn_GL000218v1	0	161147		gneg
chrUn_GL000219v1	0	179198		gneg
chrUn_GL000220v1	0	161802		gneg
chrUn_GL000224v1	0	179693		gneg
chrUn_GL000226v1	0	15008		gneg
chrUn_KI270302v1	0	2274		gneg
chrUn_KI270303v1	0	1942		gneg
chrUn_KI270304v1	0	2165		gneg
chrUn_KI270305v1	0	1472		gneg
chrUn_KI270310v1	0	1201		gneg
chrUn_KI270311v1	0	12399		gneg
chrUn_KI270312v1	0	998		gneg
chrUn_KI270315v1	0	2276		gneg
chrUn_KI270316v1	0	1444		gneg
chrUn_KI270317v1	0	37690		gneg
chrUn_KI270320v1	0	4416		gneg
chrUn_KI270322v1	0	21476		gneg
chrUn_KI270329v1	0	1040		gneg
chrUn_KI270330v1	0	1652		gneg
chrUn_KI270333v1	0	2699		gneg
chrUn_KI270334v1	0	1368		gneg
chrUn_KI270335v1	0	1048		gneg
chrUn_KI270336v1	0	1026		gneg
chrUn_KI270337v1	0	1121		gneg
chrUn_KI270338v1	0	1428		gneg
chrUn_KI270340v1	0	1428		gneg
chrUn_KI270362v1	0	3530		gneg
chrUn_KI270363v1	0	1803		gneg
chrUn_KI270364v1	0	2855		gneg
chrUn_KI270366v1	0	8320		gneg
chrUn_KI270371v1	0	2805		gneg
chrUn_KI270372v1	0	1650		gneg
chrUn_KI270373v1	0	1451		gneg
chrUn_KI270374v1	0	2656		gneg
chrUn_KI270375v1	0	2378		gneg
chrUn_KI270376v1	0	1136		gneg
chrUn_KI270378v1	0	1048		gneg
chrUn_KI270379v1	0	1045		gneg
chrUn_KI270381v1	0	1930		gneg
chrUn_KI270382v1	0	4215		gneg
chrUn_KI270383v1	0	1750		gneg
chrUn_KI270384v1	0	1658		gneg
chrUn_KI270385v1	0	990		gneg
chrUn_KI270386v1	0	1788		gneg
chrUn_KI270387v1	0	1537		gneg
chrUn_KI270388v1	0	1216		gneg
chrUn_KI270389v1	0	1298		gneg
chrUn_KI270390v1	0	2387		gneg
chrUn_KI270391v1	0	1484		gneg
chrUn_KI270392v1	0	971		gneg
chrUn_KI270393v1	0	1308		gneg
chrUn_KI270394v1	0	970		gneg
chrUn_KI270395v1	0	1143		gneg
chrUn_KI270396v1	0	1880		gneg
chrUn_KI270411v1	0	2646		gneg
chrUn_KI270412v1	0	1179		gneg
chrUn_KI270414v1	0	2489		gneg
chrUn_KI270417v1	0	2043		gneg
chrUn_KI270418v1	0	2145		gneg
chrUn_KI270419v1	0	1029		gneg
chrUn_KI270420v1	0	2321		gneg
chrUn_KI270422v1	0	1445		gneg
chrUn_KI270423v1	0	981		gneg
chrUn_KI270424v1	0	2140		gneg
chrUn_KI270425v1	0	1884		gneg
chrUn_KI270429v1	0	1361		gneg
chrUn_KI270435v1	0	92983		gneg
chrUn_KI270438v1	0	112505		gneg
chrUn_KI270442v1	0	392061		gneg
chrUn_KI270448v1	0	7992		gneg
chrUn_KI270465v1	0	1774		gneg
chrUn_KI270466v1	0	1233		gneg
chrUn_KI270467v1	0	3920		gneg
chrUn_KI270468v1	0	4055		gneg
chrUn_KI270507v1	0	5353		gneg
chrUn_KI270508v1	0	1951		gneg
chrUn_KI270509v1	0	2318		gneg
chrUn_KI270510v1	0	2415		gneg
chrUn_KI270511v1	0	8127		gneg
chrUn_KI270512v1	0	22689		gneg
chrUn_KI270515v1	0	6361		gneg
chrUn_KI270516v1	0	1300		gneg
chrUn_KI270517v1	0	3253		gneg
chrUn_KI270518v1	0	2186		gneg
chrUn_KI270519v1	0	138126		gneg
chrUn_KI270521v1	0	7642		gneg
chrUn_KI270522v1	0	5674		gneg
chrUn_KI270528v1	0	2983		gneg
chrUn_KI270529v1	0	1899		gneg
chrUn_KI270530v1	0	2168		gneg
chrUn_KI270538v1	0	91309		gneg
chrUn_KI270539v1	0	993		gneg
chrUn_KI270544v1	0	1202		gneg
chrUn_KI270548v1	0	1599		gneg
chrUn_KI270579v1	0	31033		gneg
chrUn_KI270580v1	0	1553		gneg
chrUn_KI270581v1	0	7046		gneg
chrUn_KI270582v1	0	6504		gneg
chrUn_KI270583v1	0	1400		gneg
chrUn_KI270584v1	0	4513		gneg
chrUn_KI270587v1	0	2969		gneg
chrUn_KI270588v1	0	6158		gneg
chrUn_KI270589v1	0	44474		gneg
chrUn_KI270590v1	0	4685		gneg
chrUn_KI270591v1	0	5796		gneg
chrUn_KI270593v1	0	3041		gneg
chrUn_KI270741v1	0	157432		gneg
chrUn_KI270742v1	0	186739		gneg
chrUn_KI270743v1	0	210658		gneg
chrUn_KI270744v1	0	168472		gneg
chrUn_KI270745v1	0	41891		gneg
chrUn_KI270746v1	0	66486		gneg
chrUn_KI270747v1	0	198735		gneg
chrUn_KI270748v1	0	93321		gneg
chrUn_KI270749v1	0	158759		gneg
chrUn_KI270750v1	0	148850		gneg
chrUn_KI270751v1	0	150742		gneg
chrUn_KI270752v1	0	27745		gneg
chrUn_KI270753v1	0	62944		gneg
chrUn_KI270754v1	0	40191		gneg
chrUn_KI270755v1	0	36723		gneg
chrUn_KI270756v1	0	79590		gneg
chrUn_KI270757v1	0	71251		gneg
chr1_GL383518v1_alt	0	182439		gneg
chr1_GL383519v1_alt	0	110268		gneg
chr1_GL383520v2_alt	0	366580		gneg
chr1_KI270759v1_alt	0	425601		gneg
chr1_KI270760v1_alt	0	109528		gneg
chr1_KI270761v1_alt	0	165834		gneg
chr1_KI270762v1_alt	0	354444		gneg
chr1_KI270763v1_alt	0	911658		gneg
chr1_KI270764v1_alt	0	50258		gneg
chr1_KI270765v1_alt	0	185285		gneg
chr1_KI270766v1_alt	0	256271		gneg
chr1_KI270892v1_alt	0	162212		gneg
chr2_GL383521v1_alt	0	143390		gneg
chr2_GL383522v1_alt	0	123821		gneg
chr2_GL582966v2_alt	0	96131		gneg
chr2_KI270767v1_alt	0	161578		gneg
chr2_KI270768v1_alt	0	110099		gneg
chr2_KI270769v1_alt	0	120616		gneg
chr2_KI270770v1_alt	0	136240		gneg
chr2_KI270771v1_alt	0	110395		gneg
chr2_KI270772v1_alt	0	133041		gneg
chr2_KI270773v1_alt	0	70887		gneg
chr2_KI270774v1_alt	0	223625		gneg
chr2_KI270775v1_alt	0	138019		gneg
chr2_KI270776v1_alt	0	174166		gneg
chr2_KI270893v1_alt	0	161218		gneg
chr2_KI270894v1_alt	0	214158		gneg
chr3_GL383526v1_alt	0	180671		gneg
chr3_JH636055v2_alt	0	173151		gneg
chr3_KI270777v1_alt	0	173649		gneg
chr3_KI270778v1_alt	0	248252		gneg
chr3_KI270779v1_alt	0	205312		gneg
chr3_KI270780v1_alt	0	224108		gneg
chr3_KI270781v1_alt	0	113034		gneg
chr3_KI270782v1_alt	0	162429		gneg
chr3_KI270783v1_alt	0	109187		gneg
chr3_KI270784v1_alt	0	184404		gneg
chr3_KI270895v1_alt	0	162896		gneg
chr3_KI270924v1_alt	0	166540		gneg
chr3_KI270934v1_alt	0	163458		gneg
chr3_KI270935v1_alt	0	197351		gneg
chr3_KI270936v1_alt	0	164170		gneg
chr3_KI270937v1_alt	0	165607		gneg
chr4_GL000257v2_alt	0	586476		gneg
chr4_GL383527v1_alt	0	164536		gneg
chr4_GL383528v1_alt	0	376187		gneg
chr4_KI270785v1_alt	0	119912		gneg
chr4_KI270786v1_alt	0	244096		gneg
chr4_KI270787v1_alt	0	111943		gneg
chr4_KI270788v1_alt	0	158965		gneg
chr4_KI270789v1_alt	0	205944		gneg
chr4_KI270790v1_alt	0	220246		gneg
chr4_KI270896v1_alt	0	378547		gneg
chr4_KI270925v1_alt	0	555799		gneg
chr5_GL339449v2_alt	0	1612928		gneg
chr5_GL383530v1_alt	0	101241		gneg
chr5_GL383531v1_alt	0	173459		gneg
chr5_GL383532v1_alt	0	82728		gneg
chr5_GL949742v1_alt	0	226852		gneg
chr5_KI270791v1_alt	0	195710		gneg
chr5_KI270792v1_alt	0	179043		gneg
chr5_KI270793v1_alt	0	126136		gneg
chr5_KI270794v1_alt	0	164558		gneg
chr5_KI270795v1_alt	0	131892		gneg
chr5_KI270796v1_alt	0	172708		gneg
chr5_KI270897v1_alt	0	1144418		gneg
chr5_KI270898v1_alt	0	130957		gneg
chr6_GL000250v2_alt	0	4672374		gneg
chr6_GL000251v2_alt	0	4795265		gneg
chr6_GL000252v2_alt	0	4604811		gneg
chr6_GL000253v2_alt	0	4677643		gneg
chr6_GL000254v2_alt	0	4827813		gneg
chr6_GL000255v2_alt	0	4606388		gneg
chr6_GL000256v2_alt	0	4929269		gneg
chr6_GL383533v1_alt	0	124736		gneg
chr6_KB021644v2_alt	0	185823		gneg
chr6_KI270758v1_alt	0	76752		gneg
chr6_KI270797v1_alt	0	197536		gneg
chr6_KI270798v1_alt	0	271782		gneg
chr6_KI270799v1_alt	0	152148		gneg
chr6_KI270800v1_alt	0	175808		gneg
chr6_KI270801v1_alt	0	870480		gneg
chr6_KI270802v1_alt	0	75005		gneg
chr7_GL383534v2_alt	0	119183		gneg
chr7_KI270803v1_alt	0	1111570		gneg
chr7_KI270804v1_alt	0	157952		gneg
chr7_KI270805v1_alt	0	209988		gneg
chr7_KI270806v1_alt	0	158166		gneg
chr7_KI270807v1_alt	0	126434		gneg
chr7_KI270808v1_alt	0	271455		gneg
chr7_KI270809v1_alt	0	209586		gneg
chr7_KI270899v1_alt	0	190869		gneg
chr8_KI270810v1_alt	0	374415		gneg
chr8_KI270811v1_alt	0	292436		gneg
chr8_KI270812v1_alt	0	282736		gneg
chr8_KI270813v1_alt	0	300230		gneg
chr8_KI270814v1_alt	0	141812		gneg
chr8_KI270815v1_alt	0	132244		gneg
chr8_KI270816v1_alt	0	305841		gneg
chr8_KI270817v1_alt	0	158983		gneg
chr8_KI270818v1_alt	0	145606		gneg
chr8_KI270819v1_alt	0	133535		gneg
chr8_KI270820v1_alt	0	36640		gneg
chr8_KI270821v1_alt	0	985506		gneg
chr8_KI270822v1_alt	0	624492		gneg
chr8_KI270900v1_alt	0	318687		gneg
chr8_KI270901v1_alt	0	136959		gneg
chr8_KI270926v1_alt	0	229282		gneg
chr9_GL383539v1_alt	0	162988		gneg
chr9_GL383540v1_alt	0	71551		gneg
chr9_GL383541v1_alt	0	171286		gneg
chr9_GL383542v1_alt	0	60032		gneg
chr9_KI270823v1_alt	0	439082		gneg
chrX_KI270880v1_alt	0	284869		gneg
chrX_KI270881v1_alt	0	144206		gneg
chrX_KI270913v1_alt	0	274009		gneg
chr10_GL383545v1_alt	0	179254		gneg
chr10_GL383546v1_alt	0	309802		gneg
chr10_KI270824v1_alt	0	181496		gneg
chr10_KI270825v1_alt	0	188315		gneg
chr11_GL383547v1_alt	0	154407		gneg
chr11_JH159136v1_alt	0	200998		gneg
chr11_JH159137v1_alt	0	191409		gneg
chr11_KI270826v1_alt	0	186169		gneg
chr11_KI270827v1_alt	0	67707		gneg
chr11_KI270829v1_alt	0	204059		gneg
chr11_KI270830v1_alt	0	177092		gneg
chr11_KI270831v1_alt	0	296895		gneg
chr11_KI270832v1_alt	0	210133		gneg
chr11_KI270902v1_alt	0	106711		gneg
chr11_KI270903v1_alt	0	214625		gneg
chr11_KI270927v1_alt	0	218612		gneg
chr12_GL383549v1_alt	0	120804		gneg
chr12_GL383550v2_alt	0	169178		gneg
chr12_GL383551v1_alt	0	184319		gneg
chr12_GL383552v1_alt	0	138655		gneg
chr12_GL383553v2_alt	0	152874		gneg
chr12_GL877875v1_alt	0	167313		gneg
chr12_GL877876v1_alt	0	408271		gneg
chr12_KI270833v1_alt	0	76061		gneg
chr12_KI270834v1_alt	0	119498		gneg
chr12_KI270835v1_alt	0	238139		gneg
chr12_KI270836v1_alt	0	56134		gneg
chr12_KI270837v1_alt	0	40090		gneg
chr12_KI270904v1_alt	0	572349		gneg
chr13_KI270838v1_alt	0	306913		gneg
chr13_KI270839v1_alt	0	180306		gneg
chr13_KI270840v1_alt	0	191684		gneg
chr13_KI270841v1_alt	0	169134		gneg
chr13_KI270842v1_alt	0	37287		gneg
chr13_KI270843v1_alt	0	103832		gneg
chr14_KI270844v1_alt	0	322166		gneg
chr14_KI270845v1_alt	0	180703		gneg
chr14_KI270846v1_alt	0	1351393		gneg
chr14_KI270847v1_alt	0	1511111		gneg
chr15_GL383554v1_alt	0	296527		gneg
chr15_GL383555v2_alt	0	388773		gneg
chr15_KI270848v1_alt	0	327382		gneg
chr15_KI270849v1_alt	0	244917		gneg
chr15_KI270850v1_alt	0	430880		gneg
chr15_KI270851v1_alt	0	263054		gneg
chr15_KI270852v1_alt	0	478999		gneg
chr15_KI270905v1_alt	0	5161414		gneg
chr15_KI270906v1_alt	0	196384		gneg
chr16_GL383556v1_alt	0	192462		gneg
chr16_GL383557v1_alt	0	89672		gneg
chr16_KI270853v1_alt	0	2659700		gneg
chr16_KI270854v1_alt	0	134193		gneg
chr16_KI270855v1_alt	0	232857		gneg
chr16_KI270856v1_alt	0	63982		gneg
chr17_GL000258v2_alt	0	1821992		gneg
chr17_GL383563v3_alt	0	375691		gneg
chr17_GL383564v2_alt	0	133151		gneg
chr17_GL383565v1_alt	0	223995		gneg
chr17_GL383566v1_alt	0	90219		gneg
chr17_JH159146v1_alt	0	278131		gneg
chr17_JH159147v1_alt	0	70345		gneg
chr17_JH159148v1_alt	0	88070		gneg
chr17_KI270857v1_alt	0	2877074		gneg
chr17_KI270858v1_alt	0	235827		gneg
chr17_KI270859v1_alt	0	108763		gneg
chr17_KI270860v1_alt	0	178921		gneg
chr17_KI270861v1_alt	0	196688		gneg
chr17_KI270862v1_alt	0	391357		gneg
chr17_KI270907v1_alt	0	137721		gneg
chr17_KI270908v1_alt	0	1423190		gneg
chr17_KI270909v1_alt	0	325800		gneg
chr17_KI270910v1_alt	0	157099		gneg
chr18_GL383567v1_alt	0	289831		gneg
chr18_GL383568v1_alt	0	104552		gneg
chr18_GL383569v1_alt	0	167950		gneg
chr18_GL383570v1_alt	0	164789		gneg
chr18_GL383571v1_alt	0	198278		gneg
chr18_GL383572v1_alt	0	159547		gneg
chr18_KI270863v1_alt	0	167999		gneg
chr18_KI270864v1_alt	0	111737		gneg
chr18_KI270911v1_alt	0	157710		gneg
chr18_KI270912v1_alt	0	174061		gneg
chr19_GL000209v2_alt	0	177381		gneg
chr19_GL383573v1_alt	0	385657		gneg
chr19_GL383574v1_alt	0	155864		gneg
chr19_GL383575v2_alt	0	170222		gneg
chr19_GL383576v1_alt	0	188024		gneg
chr19_GL949746v1_alt	0	987716		gneg
chr19_GL949747v2_alt	0	729520		gneg
chr19_GL949748v2_alt	0	1064304		gneg
chr19_GL949749v2_alt	0	1091841		gneg
chr19_GL949750v2_alt	0	1066390		gneg
chr19_GL949751v2_alt	0	1002683		gneg
chr19_GL949752v1_alt	0	987100		gneg
chr19_GL949753v2_alt	0	796479		gneg
chr19_KI270865v1_alt	0	52969		gneg
chr19_KI270866v1_alt	0	43156		gneg
chr19_KI270867v1_alt	0	233762		gneg
chr19_KI270868v1_alt	0	61734		gneg
chr19_KI270882v1_alt	0	248807		gneg
chr19_KI270883v1_alt	0	170399		gneg
chr19_KI270884v1_alt	0	157053		gneg
chr19_KI270885v1_alt	0	171027		gneg
chr19_KI270886v1_alt	0	204239		gneg
chr19_KI270887v1_alt	0	209512		gneg
chr19_KI270888v1_alt	0	155532		gneg
chr19_KI270889v1_alt	0	170698		gneg
chr19_KI270890v1_alt	0	184499		gneg
chr19_KI270891v1_alt	0	170680		gneg
chr19_KI270914v1_alt	0	205194		gneg
chr19_KI270915v1_alt	0	170665		gneg
chr19_KI270916v1_alt	0	184516		gneg
chr19_KI270917v1_alt	0	190932		gneg
chr19_KI270918v1_alt	0	123111		gneg
chr19_KI270919v1_alt	0	170701		gneg
chr19_KI270920v1_alt	0	198005		gneg
chr19_KI270921v1_alt	0	282224		gneg
chr19_KI270922v1_alt	0	187935		gneg
chr19_KI270923v1_alt	0	189352		gneg
chr19_KI270929v1_alt	0	186203		gneg
chr19_KI270930v1_alt	0	200773		gneg
chr19_KI270931v1_alt	0	170148		gneg
chr19_KI270932v1_alt	0	215732		gneg
chr19_KI270933v1_alt	0	170537		gneg
chr19_KI270938v1_alt	0	1066800		gneg
chr20_GL383577v2_alt	0	128386		gneg
chr20_KI270869v1_alt	0	118774		gneg
chr20_KI270870v1_alt	0	183433		gneg
chr20_KI270871v1_alt	0	58661		gneg
chr21_GL383578v2_alt	0	63917		gneg
chr21_GL383579v2_alt	0	201197		gneg
chr21_GL383580v2_alt	0	74653		gneg
chr21_GL383581v2_alt	0	116689		gneg
chr21_KI270872v1_alt	0	82692		gneg
chr21_KI270873v1_alt	0	143900		gneg
chr21_KI270874v1_alt	0	166743		gneg
chr22_GL383582v2_alt	0	162811		gneg
chr22_GL383583v2_alt	0	96924		gneg
chr22_KB663609v1_alt	0	74013		gneg
chr22_KI270875v1_alt	0	259914		gneg
chr22_KI270876v1_alt	0	263666		gneg
chr22_KI270877v1_alt	0	101331		gneg
chr22_KI270878v1_alt	0	186262		gneg
chr22_KI270879v1_alt	0	304135		gneg
chr22_KI270928v1_alt	0	176103		gneg
chr1_KI270706v1_random	0	175055		gneg
chr1_KI270707v1_random	0	32032		gneg
chr1_KI270708v1_random	0	127682		gneg
chr1_KI270709v1_random	0	66860		gneg
chr1_KI270710v1_random	0	40176		gneg
chr1_KI270711v1_random	0	42210		gneg
chr1_KI270712v1_random	0	176043		gneg
chr1_KI270713v1_random	0	40745		gneg
chr1_KI270714v1_random	0	41717		gneg
chr2_KI270715v1_random	0	161471		gneg
chr2_KI270716v1_random	0	153799		gneg
chr3_GL000221v1_random	0	155397		gneg
chr4_GL000008v2_random	0	209709		gneg
chr5_GL000208v1_random	0	92689		gneg
chr9_KI270717v1_random	0	40062		gneg
chr9_KI270718v1_random	0	38054		gneg
chr9_KI270719v1_random	0	176845		gneg
chr9_KI270720v1_random	0	39050		gneg
chrY_KI270740v1_random	0	37240		gneg
chr11_KI270721v1_random	0	100316		gneg
chr14_GL000009v2_random	0	201709		gneg
chr14_GL000194v1_random	0	191469		gneg
chr14_GL000225v1_random	0	211173		gneg
chr14_KI270722v1_random	0	194050		gneg
chr14_KI270723v1_random	0	38115		gneg
chr14_KI270724v1_random	0	39555		gneg
chr14_KI270725v1_random	0	172810		gneg
chr14_KI270726v1_random	0	43739		gneg
chr15_KI270727v1_random	0	448248		gneg
chr16_KI270728v1_random	0	1872759		gneg
chr17_GL000205v2_random	0	185591		gneg
chr17_KI270729v1_random	0	280839		gneg
chr17_KI270730v1_random	0	112551		gneg
chr22_KI270731v1_random	0	150754		gneg
chr22_KI270732v1_random	0	41543		gneg
chr22_KI270733v1_random	0	179772		gneg
chr22_KI270734v1_random	0	165050		gneg
chr22_KI270735v1_random	0	42811		gneg
chr22_KI270736v1_random	0	181920		gneg
chr22_KI270737v1_random	0	103838		gneg
chr22_KI270738v1_random	0	99375		gneg
chr22_KI270739v1_random	0	73985		gneg
