#chrom	chromStart	chromEnd	name	gieStain
chr13	110300000	115169878	q34	gneg
chr14	0	3700000	p13	gvar
chr14	3700000	8100000	p12	stalk
chr14	8100000	16100000	p11.2	gvar
chr14	16100000	17600000	p11.1	acen
chr14	17600000	19100000	q11.1	acen
chr14	19100000	24600000	q11.2	gneg
chr14	24600000	33300000	q12	gpos100
chr14	33300000	35300000	q13.1	gneg
chr14	35300000	36600000	q13.2	gpos50
chr14	36600000	37800000	q13.3	gneg
chr14	37800000	43500000	q21.1	gpos100
chr14	43500000	47200000	q21.2	gneg
chr14	47200000	50900000	q21.3	gpos100
chr14	50900000	54100000	q22.1	gneg
chr14	54100000	55500000	q22.2	gpos25
chr14	55500000	58100000	q22.3	gneg
chr14	58100000	62100000	q23.1	gpos75
chr14	62100000	64800000	q23.2	gneg
chr14	64800000	67900000	q23.3	gpos50
chr14	67900000	70200000	q24.1	gneg
chr14	70200000	73800000	q24.2	gpos50
chr14	73800000	79300000	q24.3	gneg
chr14	79300000	83600000	q31.1	gpos100
chr14	83600000	84900000	q31.2	gneg
chr14	84900000	89800000	q31.3	gpos100
chr14	89800000	91900000	q32.11	gneg
chr14	91900000	94700000	q32.12	gpos25
chr14	94700000	96300000	q32.13	gneg
chr14	96300000	101400000	q32.2	gpos50
chr14	101400000	103200000	q32.31	gneg
chr14	103200000	104000000	q32.32	gpos50
chr14	104000000	107349540	q32.33	gneg
chr15	0	3900000	p13	gvar
chr15	3900000	8700000	p12	stalk
chr15	8700000	15800000	p11.2	gvar
chr15	15800000	19000000	p11.1	acen
chr15	19000000	20700000	q11.1	acen
chr15	20700000	25700000	q11.2	gneg
chr15	25700000	28100000	q12	gpos50
chr15	28100000	30300000	q13.1	gneg
chr15	30300000	31200000	q13.2	gpos50
chr15	31200000	33600000	q13.3	gneg
chr15	33600000	40100000	q14	gpos75
chr15	40100000	42800000	q15.1	gneg
chr15	42800000	43600000	q15.2	gpos25
chr15	43600000	44800000	q15.3	gneg
chr15	44800000	49500000	q21.1	gpos75
chr15	49500000	52900000	q21.2	gneg
chr15	52900000	59100000	q21.3	gpos75
chr15	59100000	59300000	q22.1	gneg
chr15	59300000	63700000	q22.2	gpos25
chr15	63700000	67200000	q22.31	gneg
chr15	67200000	67300000	q22.32	gpos25
chr15	67300000	67500000	q22.33	gneg
chr15	67500000	72700000	q23	gpos25
chr15	72700000	75200000	q24.1	gneg
chr15	75200000	76600000	q24.2	gpos25
chr15	76600000	78300000	q24.3	gneg
chr15	78300000	81700000	q25.1	gpos50
chr15	81700000	85200000	q25.2	gneg
chr15	85200000	89100000	q25.3	gpos50
chr15	89100000	94300000	q26.1	gneg
chr15	94300000	98500000	q26.2	gpos50
chr15	98500000	102531392	q26.3	gneg
chr16	0	7900000	p13.3	gneg
chr16	7900000	10500000	p13.2	gpos50
chr16	10500000	12600000	p13.13	gneg
chr16	12600000	14800000	p13.12	gpos50
chr16	14800000	16800000	p13.11	gneg
chr16	16800000	21200000	p12.3	gpos50
chr16	21200000	24200000	p12.2	gneg
chr16	24200000	28100000	p12.1	gpos50
chr16	28100000	34600000	p11.2	gneg
chr16	34600000	36600000	p11.1	acen
chr16	36600000	38600000	q11.1	acen
chr16	38600000	47000000	q11.2	gvar
chr16	47000000	52600000	q12.1	gneg
chr16	52600000	56700000	q12.2	gpos50
chr16	56700000	57400000	q13	gneg
chr16	57400000	66700000	q21	gpos100
chr16	66700000	70800000	q22.1	gneg
chr16	70800000	72900000	q22.2	gpos50
chr16	72900000	74100000	q22.3	gneg
chr16	74100000	79200000	q23.1	gpos75
chr16	79200000	81700000	q23.2	gneg
chr16	81700000	84200000	q23.3	gpos50
chr16	84200000	87100000	q24.1	gneg
chr16	87100000	88700000	q24.2	gpos25
chr16	88700000	90354753	q24.3	gneg
chr17	0	3300000	p13.3	gneg
chr17	3300000	6500000	p13.2	gpos50
chr17	6500000	10700000	p13.1	gneg
chr17	10700000	16000000	p12	gpos75
chr17	16000000	22200000	p11.2	gneg
chr17	22200000	24000000	p11.1	acen
chr17	24000000	25800000	q11.1	acen
chr17	25800000	31800000	q11.2	gneg
chr17	31800000	38100000	q12	gpos50
chr17	38100000	38400000	q21.1	gneg
chr17	38400000	40900000	q21.2	gpos25
chr17	40900000	44900000	q21.31	gneg
chr17	44900000	47400000	q21.32	gpos25
chr17	47400000	50200000	q21.33	gneg
chr17	50200000	57600000	q22	gpos75
chr17	57600000	58300000	q23.1	gneg
chr17	58300000	61100000	q23.2	gpos75
chr17	61100000	62600000	q23.3	gneg
chr17	62600000	64200000	q24.1	gpos50
chr17	64200000	67100000	q24.2	gneg
chr17	67100000	70900000	q24.3	gpos75
chr17	70900000	74800000	q25.1	gneg
chr17	74800000	75300000	q25.2	gpos25
chr17	75300000	81195210	q25.3	gneg
chr18	0	2900000	p11.32	gneg
chr18	2900000	7100000	p11.31	gpos50
chr18	7100000	8500000	p11.23	gneg
chr18	8500000	10900000	p11.22	gpos25
chr18	10900000	15400000	p11.21	gneg
chr18	15400000	17200000	p11.1	acen
chr18	17200000	19000000	q11.1	acen
chr18	19000000	25000000	q11.2	gneg
chr18	25000000	32700000	q12.1	gpos100
chr18	32700000	37200000	q12.2	gneg
chr18	37200000	43500000	q12.3	gpos75
chr18	43500000	48200000	q21.1	gneg
chr18	48200000	53800000	q21.2	gpos75
chr18	53800000	56200000	q21.31	gneg
chr18	56200000	59000000	q21.32	gpos50
chr18	59000000	61600000	q21.33	gneg
chr18	61600000	66800000	q22.1	gpos100
chr18	66800000	68700000	q22.2	gneg
chr18	68700000	73100000	q22.3	gpos25
chr18	73100000	78077248	q23	gneg
chr19	0	6900000	p13.3	gneg
chr19	6900000	13900000	p13.2	gpos25
chr19	13900000	14000000	p13.13	gneg
chr19	14000000	16300000	p13.12	gpos25
chr19	16300000	20000000	p13.11	gneg
chr19	20000000	24400000	p12	gvar
chr19	24400000	26500000	p11	acen
chr19	26500000	28600000	q11	acen
chr19	28600000	32400000	q12	gvar
chr19	32400000	35500000	q13.11	gneg
chr19	35500000	38300000	q13.12	gpos25
chr19	38300000	38700000	q13.13	gneg
chr19	38700000	43400000	q13.2	gpos25
chr19	43400000	45200000	q13.31	gneg
chr19	45200000	48000000	q13.32	gpos25
chr19	48000000	51400000	q13.33	gneg
chr19	51400000	53600000	q13.41	gpos25
chr19	53600000	56300000	q13.42	gneg
chr19	56300000	59128983	q13.43	gpos25
chr20	0	5100000	p13	gneg
chr20	5100000	9200000	p12.3	gpos75
chr20	9200000	12100000	p12.2	gneg
chr20	12100000	17900000	p12.1	gpos75
chr20	17900000	21300000	p11.23	gneg
chr20	21300000	22300000	p11.22	gpos25
chr20	22300000	25600000	p11.21	gneg
chr20	25600000	27500000	p11.1	acen
chr20	27500000	29400000	q11.1	acen
chr20	29400000	32100000	q11.21	gneg
chr20	32100000	34400000	q11.22	gpos25
chr20	34400000	37600000	q11.23	gneg
chr20	37600000	41700000	q12	gpos75
chr20	41700000	42100000	q13.11	gneg
chr20	42100000	46400000	q13.12	gpos25
chr20	46400000	49800000	q13.13	gneg
chr20	49800000	55000000	q13.2	gpos75
chr20	55000000	56500000	q13.31	gneg
chr20	56500000	58400000	q13.32	gpos50
chr20	58400000	63025520	q13.33	gneg
chr21	0	2800000	p13	gvar
chr21	2800000	6800000	p12	stalk
chr21	6800000	10900000	p11.2	gvar
chr21	10900000	13200000	p11.1	acen
chr21	13200000	14300000	q11.1	acen
chr21	14300000	16400000	q11.2	gneg
chr21	16400000	24000000	q21.1	gpos100
chr21	24000000	26800000	q21.2	gneg
chr21	26800000	31500000	q21.3	gpos75
chr21	31500000	35800000	q22.11	gneg
chr21	35800000	37800000	q22.12	gpos50
chr21	37800000	39700000	q22.13	gneg
chr21	39700000	42600000	q22.2	gpos50
chr21	42600000	48129895	q22.3	gneg
chr22	0	3800000	p13	gvar
chr22	3800000	8300000	p12	stalk
chr22	8300000	12200000	p11.2	gvar
chr22	12200000	14700000	p11.1	acen
chr22	14700000	17900000	q11.1	acen
chr22	17900000	22200000	q11.21	gneg
chr22	22200000	23500000	q11.22	gpos25
chr22	23500000	25900000	q11.23	gneg
chr22	25900000	29600000	q12.1	gpos50
chr22	29600000	32200000	q12.2	gneg
chr22	32200000	37600000	q12.3	gpos50
chr22	37600000	41000000	q13.1	gneg
chr22	41000000	44200000	q13.2	gpos50
chr22	44200000	48400000	q13.31	gneg
chr22	48400000	49400000	q13.32	gpos50
chr22	49400000	51304566	q13.33	gneg
chr6_apd_hap1	0	4622290		gneg
chr6_cox_hap2	0	4795371		gneg
chr6_dbb_hap3	0	4610396		gneg
chr6_mcf_hap5	0	4833398		gneg
chr6_qbl_hap6	0	4611984		gneg
chr4_ctg9_hap1	0	590426		gneg
chr6_mann_hap4	0	4683263		gneg
chr6_ssto_hap7	0	4928567		gneg
chrUn_gl000211	0	166566		gneg
chrUn_gl000212	0	186858		gneg
chrUn_gl000213	0	164239		gneg
chrUn_gl000214	0	137718		gneg
chrUn_gl000215	0	172545		gneg
chrUn_gl000216	0	172294		gneg
chrUn_gl000217	0	172149		gneg
chrUn_gl000218	0	161147		gneg
chrUn_gl000219	0	179198		gneg
chrUn_gl000220	0	161802		gneg
chrUn_gl000221	0	155397		gneg
chrUn_gl000222	0	186861		gneg
chrUn_gl000223	0	180455		gneg
chrUn_gl000224	0	179693		gneg
chrUn_gl000225	0	211173		gneg
chrUn_gl000226	0	15008		gneg
chrUn_gl000227	0	128374		gneg
chrUn_gl000228	0	129120		gneg
chrUn_gl000229	0	19913		gneg
chrUn_gl000230	0	43691		gneg
chrUn_gl000231	0	27386		gneg
chrUn_gl000232	0	40652		gneg
chrUn_gl000233	0	45941		gneg
chrUn_gl000234	0	40531		gneg
chrUn_gl000235	0	34474		gneg
chrUn_gl000236	0	41934		gneg
chrUn_gl000237	0	45867		gneg
chrUn_gl000238	0	39939		gneg
chrUn_gl000239	0	33824		gneg
chrUn_gl000240	0	41933		gneg
chrUn_gl000241	0	42152		gneg
chrUn_gl000242	0	43523		gneg
chrUn_gl000243	0	43341		gneg
chrUn_gl000244	0	39929		gneg
chrUn_gl000245	0	36651		gneg
chrUn_gl000246	0	38154		gneg
chrUn_gl000247	0	36422		gneg
chrUn_gl000248	0	39786		gneg
chrUn_gl000249	0	38502		gneg
chr17_ctg5_hap1	0	1680828		gneg
chr1_gl000191_random	0	106433		gneg
chr1_gl000192_random	0	547496		gneg
chr4_gl000193_random	0	189789		gneg
chr4_gl000194_random	0	191469		gneg
chr7_gl000195_random	0	182896		gneg
chr8_gl000196_random	0	38914		gneg
chr8_gl000197_random	0	37175		gneg
chr9_gl000198_random	0	90085		gneg
chr9_gl000199_random	0	169874		gneg
chr9_gl000200_random	0	187035		gneg
chr9_gl000201_random	0	36148		gneg
chr11_gl000202_random	0	40103		gneg
chr17_gl000203_random	0	37498		gneg
chr17_gl000204_random	0	81310		gneg
chr17_gl000205_random	0	174588		gneg
chr17_gl000206_random	0	41001		gneg
chr18_gl000207_random	0	4262		gneg
chr19_gl000208_random	0	92689		gneg
chr19_gl000209_random	0	159169		gneg
chr21_gl000210_random	0	27682		gneg
